2013,08,27,0,0,0,36.55
2013,08,27,1,0,0,35.93
2013,08,27,2,0,0,35.45
2013,08,27,3,0,0,35.44
2013,08,27,4,0,0,36.15
2013,08,27,5,0,0,38.55
2013,08,27,6,0,0,38.85
2013,08,27,7,0,0,39.64
2013,08,27,8,0,0,41.17
2013,08,27,9,0,0,41.61
2013,08,27,10,0,0,41.82
2013,08,27,11,0,0,41.71
2013,08,27,12,0,0,41.67
2013,08,27,13,0,0,41.64
2013,08,27,14,0,0,41.49
2013,08,27,15,0,0,41.19
2013,08,27,16,0,0,38.44
2013,08,27,17,0,0,38.65
2013,08,27,18,0,0,38.47
2013,08,27,19,0,0,38.59
2013,08,27,20,0,0,38.57
2013,08,27,21,0,0,38.38
2013,08,27,22,0,0,37.74
2013,08,27,23,0,0,37.07
